"Zona";"Subzona";"Tipo";"Dirección";"Precio (€)";"m² construidos";"m² útiles";"Habitaciones";"Baños";"Planta";"Exterior/Interior";"Ascensor";"Estado";"Año construcción";"Calefacción";"Aire acondicionado";"Garaje";"Trastero";"Terraza";"Piscina";"Jardín";"Certificación energética";"Descripción";"Link";"Coche lunes 8am (min)";"Coche domingo 9am (min)";"Distancia coche (km)";"Bus lunes 8am (min)";"Bus domingo 9am (min)";"A pie (min)"
"Valladolid";"Provincia";"Piso";"Calle Congreso s/n, Santovenia de Pisuerga";"152500";"87";"";"1";"2";"";"";"Sí";"Promoción de obra nueva";"";"Calefacción individual: Gas natural";"";"Sí";"Sí";"";"";"";"C";"Obra nueva en Santovenia de Pisuerga a solo 10 minutos de Valladolid  Viviendas de 1 dormitorio desde 89.000 € + IVA  Facilidades en la forma de pago  Nueva promoción de 60 viviendas de 1, 2 y 3 dormitorios con garajes y trasteros en Santovenia de Pisuerga, ideal para quienes buscan estrenar vivienda a un precio accesible sin renunciar a la cercanía de la ciudad.  Venta directa con el promotor. -Calefacción individual de gas natural con suelo radiante para sistema de calefacción -Aerotermia como";"https://www.idealista.com/inmueble/110744951/";"20";"16";"9.3";"";"";"82"
"Valladolid";"Provincia";"Piso";"Calle Congreso s/n, Santovenia de Pisuerga";"138500";"67";"";"1";"2";"";"";"Sí";"Promoción de obra nueva";"";"Calefacción individual: Gas natural";"";"Sí";"Sí";"";"";"";"A";"Obra nueva en Santovenia de Pisuerga a solo 10 minutos de Valladolid.  Viviendas desde 89.000 € + IVA de 1 dormitorio.  Facilidades en la forma de pago  Nueva promoción de 60 viviendas de 1, 2 y 3 dormitorios con garajes y trasteros en Santovenia de Pisuerga, ideal para quienes buscan estrenar vivienda a un precio accesible sin renunciar a la cercanía de la ciudad.  Venta directa con el promotor. -Calefacción individual de gas natural con suelo radiante para sistema de calefacción -Aerotermia co";"https://www.idealista.com/inmueble/110744960/";"20";"16";"9.3";"";"";"82"
"Valladolid";"Provincia";"Piso";"Calle Congreso s/n, Santovenia de Pisuerga";"89000";"56";"";"1";"1";"";"";"Sí";"Promoción de obra nueva";"";"Calefacción individual: Gas natural";"";"Sí";"Sí";"";"";"";"A";"Obra nueva en Santovenia de Pisuerga a solo 10 minutos de Valladolid  Viviendas de 1 dormitorio desde 89.000 € + IVA  Facilidades en la forma de pago  Nueva promoción de 60 viviendas de 1, 2 y 3 dormitorios con garajes y trasteros en Santovenia de Pisuerga, ideal para quienes buscan estrenar vivienda a un precio accesible sin renunciar a la cercanía de la ciudad.  Venta directa con el promotor. -Calefacción individual de gas natural con suelo radiante para sistema de calefacción -Aerotermia como";"https://www.idealista.com/inmueble/110744962/";"20";"16";"9.3";"";"";"82"
"Valladolid";"Provincia";"Chalet adosado";"Avenida Las Navas, 123, Aldeamayor de San Martin";"190000";"142";"";"3";"2";"";"";"";"Segunda mano/buen estado";"";"Calefacción individual: Gas natural";"Sí";"Sí";"";"Sí";"";"Sí";"";"Se vende fabuloso chalet adosado en la Urbanización Aldeamayor Golf. Amplio y acogedor, para entrar a vivir.  Zona muy tranquila.  Superficie construida 142'25 m2.  3 habitaciones, 2 baños amueblados (uno de ellos en suite en la habitación principal), 1 aseo, salón y cocina amueblada distribuidos en 4 semialturas + hall, despensa, amplio sótano y garaje. Acceso al garaje desde la propia casa. &nbsp;  Jardín interior con barbacoa.  Terraza en la habitación principal. &nbsp;  Chimenea.  Aire acond";"https://www.idealista.com/inmueble/110747255/";"31";"23";"21.9";"";"";"250"
"Valladolid";"Provincia";"Casa o chalet independiente";"Avenida Pinos, Viana de Cega";"249000";"200";"180";"6";"3";"";"";"";"Segunda mano/para reformar";"";"Calefacción individual: Gas propano/butano";"";"Sí";"Sí";"";"Sí";"Sí";"En trámite";"Vivienda singular y unica en Viana de Cega. Chalet independiente situado dentro del complejo residencial ""el Trebol"" de Viana de Cega. Dentro del complejo de casi 9.000 metros nos encontramos con solo 4 chalets independientes, cada uno con unos 1313 metros de parcela individual. Aparte de cada chalet, la parcela cuenta con zona de aparcamientos cubiertos, zonas de trasteros, piscina (se va a poner nueva antes del verano de 2026, y la obra de la misma se encuentra ya abonada por el propietario ac";"https://www.idealista.com/inmueble/110748401/";"26";"23";"21.5";"49";"41";"238"
"Valladolid";"Provincia";"Chalet adosado";"Sector 7 Vista Alegre, 13, Laguna de Duero";"289000";"150";"130";"4";"3";"";"";"";"Segunda mano/buen estado";"";"Calefacción individual: Gas natural";"Sí";"Sí";"Sí";"Sí";"";"";"";"PARTICULAR-NO AGENCIAS (Sin comisiones)  � Chalet adosado de 2 plantas con 4 dormitorios y 3 baños  Descubre este amplio y luminoso chalet adosado, pensado para ofrecer confort y funcionalidad. Cuenta con 4 dormitorios espaciosos con grandes ventanales, que inundan cada estancia de luz natural, y 3 baños modernos.  El salón es el corazón del hogar, con una chimenea acogedora que aporta calidez y elegancia, y acceso directo a la zona exterior. La vivienda dispone de aire acondicionado y gas natur";"https://www.idealista.com/inmueble/110750971/";"22";"16";"9.5";"69";"";"122"
"Valladolid";"Provincia";"Chalet adosado";"Calle Ermita, 10, Cigales";"210000";"163";"150";"3";"2";"";"";"";"Segunda mano/buen estado";"";"";"";"Sí";"Sí";"Sí";"";"Sí";"En trámite";"Bonito Chalet adosado en Cigales. abstenerse inmobiliarias. consultas por chat.";"https://www.idealista.com/inmueble/110754735/";"20";"17";"14.0";"";"";"177"
"Valladolid";"Provincia";"Piso";"Zaratan, Área Metropolitana Valladolid, Valladolid";"138900";"126";"96";"3";"2";"";"";"No";"Segunda mano/buen estado";"";"Calefacción individual";"";"";"Sí";"Sí";"";"";"";"Magnífico piso con trastero, situado en Zaratán, a cinco kilómetros de Valladolid.  Se trata de una vivienda en perfecto estado y semiamueblada, lista para entrar a vivir.  Consta de un amplio salón independiente, una cocina amueblada y equipada con electrodomésticos, tres dormitorios, dos baños y un hall de entrada.  Además, es exterior y muy soleado, con magníficas vistas y dos terrazas.  Por otro lado, cuenta con calefacción individual y buenas calidades, como suelos de gres, ventanas de alum";"https://www.idealista.com/inmueble/110762756/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Provincia";"Piso";"Plaza Mayor, 6, Zaratan";"189000";"129";"95";"3";"2";"";"";"No";"Segunda mano/buen estado";"1995";"Calefacción individual";"";"Sí";"Sí";"Sí";"";"";"En trámite";"Oportunidad Vivienda en la Plaza Mayor de Zaratan de tres dormitorios, dos baños, cocina amueblada con electrodomésticos, muy soleado, Garaje, trastero, excelentes calidades. FINANCIAMOS LA COMPRA DE ESTE INMUEBLE SIN ENTRADA Y AL 100%!";"https://www.idealista.com/inmueble/110767741/";"13";"11";"6.0";"";"";"78"
"Valladolid";"Provincia";"Chalet adosado";"Calle, 106, Cigales";"260000";"200";"180";"3";"2";"";"";"";"Segunda mano/buen estado";"";"Calefacción individual";"";"Sí";"";"Sí";"Sí";"";"";"Maravilloso chalet adosado con jardín y piscina este chalet está dotado de garaje cerrado para un coche y uno exterior para otro todas las ventanas contienen Mosquiteras tiene todas las terrazas cubiertas dispone de 3. Habitaciones 2 baños y un aseo cocina y salón un merendero salón de 45m un patio interior estilo andaluz y un maravilloso jardín con zona de barbacoa y piscina dota de una casa de madera de jardín.";"https://www.idealista.com/inmueble/110771418/";"20";"17";"14.0";"";"";"177"
"Valladolid";"Provincia";"Dúplex";"Calle Espiga, 23, Cistérniga";"243000";"150";"130";"4";"2";"";"";"No";"Segunda mano/buen estado";"";"Calefacción individual: Gas natural";"";"Sí";"Sí";"Sí";"";"Sí";"";"Es una vivienda pensada para quienes necesitan espacio, de verdad y práctico, para organizar la vida diaria sin sensación de agobio. La casa dispone de cuatro dormitorios, dos baños, cocina amueblada con galería, 4 terrazas y 2 zonas destinadas al almacenaje. Incluido en el precio garaje y trastero.  Los dormitorios, de buen tamaño, permiten que cada miembro de la familia tenga su propio espacio. Además, alguno de ellos puede destinarse perfectamente a despacho, zona de estudio, cuarto de juegos";"https://www.idealista.com/inmueble/110776631/";"23";"15";"7.0";"37";"38";"84"
"Valladolid";"Provincia";"Piso";"Plaza Junquera, 2, Cistérniga";"170000";"119";"90";"3";"2";"";"";"No";"Segunda mano/para reformar";"1991";"Calefacción individual: Gas natural";"";"";"";"Sí";"";"";"";"";"https://www.idealista.com/inmueble/110779574/";"23";"15";"7.0";"37";"38";"84"
"Valladolid";"Provincia";"Casa o chalet independiente";"Calle Río Pisuerga, 30, Aldeamayor de San Martin";"154000";"90";"";"1";"2";"";"";"";"Segunda mano/buen estado";"2023";"Calefacción individual";"Sí";"Sí";"Sí";"Sí";"";"Sí";"";"Chalet 90m2 completamente equipado y amueblado para entrar a vivir en Aldeamayor de San Martín, urbanización El Soto, servicios municipales, sin gastos de comunidad. Localización cerca de la entrada de la urbanización, parada autobús interurbano Buscyl y transporte escolar a 250m, en la rotonda de acceso. Venta directa de propietario autopromotor. Parcela 1.000m2 limpios, con vegetación joven: seto leylandi, adelfas, enredadera, árboles, césped parte delantera de la parcela, riego automático, go";"https://www.idealista.com/inmueble/110781410/";"31";"23";"21.9";"";"";"250"
"Valladolid";"Provincia";"Casa o chalet independiente";"Calle Río Tajo, Aldeamayor de San Martin";"279000";"185";"150";"5";"3";"";"";"";"Segunda mano/buen estado";"2004";"Calefacción individual: Gas natural";"";"Sí";"";"Sí";"";"Sí";"";"¡Descubre tu nuevo hogar a solo 15 minutos de Valladolid! Este encantador chalet independiente, construido en 2004, ofrece un espacio ideal para disfrutar de la vida en familia. Con una superficie construida de 200 m² y 160 m² útiles, cuenta con un amplio salón que se abre a un precioso porche, perfecto para relajarse o recibir a amigos. La gran cocina es un sueño para los amantes de la gastronomía, mientras que los cinco dormitorios y tres baños completos aseguran comodidad y privacidad para to";"https://www.idealista.com/inmueble/110781622/";"31";"23";"21.9";"";"";"250"
"Valladolid";"Provincia";"Chalet adosado";"Calle Toribio Díaz, Villanubla";"264500";"238";"207";"5";"4";"";"";"";"Segunda mano/buen estado";"2007";"Calefacción individual: Gas natural";"";"Sí";"Sí";"Sí";"";"";"D";"Chalet adosado en venta en Villanubla (Valladolid) Jardín, garaje doble y bodega  Tecnocasa Parquesol presenta en exclusiva este espectacular chalet adosado en venta en Villanubla, ubicado en una de las mejores parcelas residenciales del municipio, con excelentes calidades, gran luminosidad y un estado de conservación impecable.  La vivienda destaca por su funcional distribución en varias plantas, ideal para familias que buscan espacio, comodidad y tranquilidad a pocos minutos de Valladolid.  Di";"https://www.idealista.com/inmueble/110781905/";"20";"16";"12.7";"69";"76";"166"
"Valladolid";"Provincia";"Piso";"Avenida Valladolid, Cigales";"135000";"80";"75";"3";"1";"";"";"";"Segunda mano/buen estado";"1998";"Calefacción individual: Gas natural";"";"Sí";"Sí";"";"";"";"En trámite";"PROREMAR INMOBILIARIA VENDE PISO en la mejor zona de Cigales. Inmueble de 80m2 construidos distribuidos en TRES dormitorios, BAÑO completo con ducha, cocina independiente amueblada, y un salón AMPLIO y MUY LUMINOSO. Incluye además en el precio una amplia y cómoda plaza de garaje y un práctico trastero Su magnífica orientación Sur/este le convierte en una vivienda muy soleada. Los suelos son de gres, la carpintería exterior de madera con cristal climalit, con toldos en las ventanas, y la calefacc";"https://www.idealista.com/inmueble/110783445/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Provincia";"Casa o chalet independiente";"Calle del Bodón del Molinero, 9, Boecillo";"275000";"210";"139";"4";"3";"";"";"";"Segunda mano/buen estado";"";"Calefacción individual: Gas natural";"";"Sí";"";"";"";"Sí";"";"Presentamos este espectacular chalet ubicado en la tranquila y codiciada zona de Pinar de Peregrino, en Boecillo. Con un precio competitivo de 275,000 €, esta propiedad cuenta con una superficie total construida de 210 m2 y una útil que alcanza los 139 m2. Listo para entrar a vivir gracias a su excelente conservación, el chalet dispone de cuatro habitaciones dobles. Además, incluye tres baños completos que brindan comodidad tanto a sus residentes como a las visitas. Cuenta con un jardín de 600 m";"https://www.idealista.com/inmueble/110788253/";"24";"18";"15.2";"43";"54";"196"
"Valladolid";"Provincia";"Dúplex";"Calle Espiga, 23, Cistérniga";"243000";"150";"130";"4";"2";"";"";"No";"Segunda mano/buen estado";"1994";"Calefacción individual: Gas natural";"";"Sí";"Sí";"Sí";"";"Sí";"";"Álvarez y Barrios Servicios Inmobiliarios presenta este magnífico Dúplex en La Cistérniga. Se trata de una vivienda pensada para quienes necesitan espacio de verdad y práctico ydesean para organizar la vida diaria sin sensación de agobio. La casa dispone de cuatro dormitorios, dos cuartos de baño, cocina totalmente equipada y amueblada, con galería, 4 terrazas y además 2 zonas destinadas al almacenaje. Los dormitorios, de buen tamaño, permiten que cada miembro de la familia tenga su propio espac";"https://www.idealista.com/inmueble/110788478/";"23";"15";"7.0";"37";"38";"84"
"Valladolid";"Provincia";"Chalet adosado";"Calle Cofradía de la Ascensión, 7, Villanubla";"215000";"171";"156";"3";"3";"";"";"";"Segunda mano/buen estado";"";"Calefacción individual: Gas natural";"Sí";"Sí";"Sí";"Sí";"Sí";"";"En trámite";"Magnífico chalet adosado situado en un pueblo tranquilo, con todos los servicios cerca(medico, supermercados, farmacias, etc) a tan sólo 10 minutos del centro de Valladolid.  Chalet adosado muy luminoso y bien distribuido, ideal para familias que buscan comodidad, amplitud y zonas independientes. Planta baja: Garaje para 2 coches Amplia bodega con chimenea, perfecta como merendero o zona de ocio Primera planta: Cocina equipada (sin lavavajillas) Baño completo Salón-comedor amplio y luminoso Entr";"https://www.idealista.com/inmueble/110792393/";"20";"16";"12.7";"69";"76";"166"
"Valladolid";"Provincia";"Piso";"Carretera de la Mota, Zaratan";"159900";"88";"";"2";"2";"";"";"Sí";"Segunda mano/buen estado";"2004";"Calefacción central: Gas";"";"Sí";"Sí";"";"Sí";"";"";"Maravilloso piso en Residencial Altamira – Zaratán (Valladolid) Le presentamos una fantástica oportunidad de vivir en una de las urbanizaciones más demandadas de Zaratán, a tan solo unos minutos de Valladolid. Se trata de una vivienda ubicada en el Residencial Altamira, construida en el año 2008 por la prestigiosa constructora Parqueolid, referente de calidad y solidez. La vivienda cuenta con una cómoda y funcional distribución: Dos amplios dormitorios, luminosos y con espacio para armarios. Sal";"https://www.idealista.com/inmueble/110796023/";"13";"11";"6.0";"";"";"78"
"Valladolid";"Provincia";"Dúplex";"Calle Espiga, 23, Cistérniga";"243000";"140";"133";"4";"2";"";"";"No";"Segunda mano/buen estado";"";"Calefacción individual: Gas natural";"";"Sí";"Sí";"Sí";"";"Sí";"En trámite";"Attico inmobiliaria vende! Fantástica vivienda ubicada en La Cisterniga, Valladolid Dispone de 4 amplias habitaciones todas ellas vestidas con armarios y exteriores, 2 de ellas en planta baja y la principal dispone de 25 m2 y terraza propia Gran salón independiente con acceso a terraza 2 baños actualizados, ambos con bañera Gran cocina reformada y amueblada con acceso a galería cubierta Dispone de 2 trasteros (bajo cubiertas) dentro de la vivienda Calefacción de gas natural individual con calder";"https://www.idealista.com/inmueble/110796051/";"23";"15";"7.0";"37";"38";"84"
"Valladolid";"Provincia";"Casa o chalet independiente";"Calle de las Bodegas, 11, Traspinedo";"99900";"431";"380";"8";"2";"";"";"";"Segunda mano/para reformar";"";"No dispone de calefacción";"";"";"";"";"";"Sí";"En trámite";"TRASPINEDO Disponemos en venta de una espectacular casa de estilo rústico subdividida en dos casas.   Tiene una superficie gráfica aproximada de 475 metros ubicada en el centro de Traspinedo.  Casa 1: 150m  Casa 2: 150m Patio: 250m  Almacén 1: 88m  Almacén 2: 33m  Dada su gran capacidad, la vivienda puede ser reconvertida en un hotel rural tan en auge ahora o incluso en alojamiento de alquiler vacacional. Ubicación estratégica, a tan solo 20 minutos de Valladolid y 2h y 20 min. de Madrid.  Desde";"https://www.idealista.com/inmueble/110808525/";"33";"26";"26.0";"";"";"349"
